    4.88    4.38    3.63    3.89    4.11    4.22         12
    3.88    3.63    3.38    3.22    3.78    3.89         12
    4.50    4.00    3.38    4.33    4.56    3.89         12
    4.00    3.63    3.88    3.78    3.89    3.89         12
    4.00    4.38    3.63    2.78    4.00    4.22         12
    4.63    3.75    3.75    3.56    5.00    4.56         12
    4.75    4.13    3.63    3.67    3.44    3.33         12
    4.63    4.13    4.25    4.33    4.78    3.56         12
    3.00    3.25    2.88    3.00    3.11    4.22         12
    3.88    4.25    3.75    2.89    3.22    4.22         12
    5.00    4.25    3.75    3.44    4.22    4.22         12
    4.75    4.13    3.63    3.22    5.00    3.89         12
    4.25    4.00    3.88    3.89    4.33    4.33         12
    4.63    4.25    3.25    3.78    4.22    4.33         12
    5.00    3.50    4.38    3.44    4.78    4.00         12
    4.25    4.50    3.88    4.00    4.67    3.78         12
    5.00    4.38    3.38    3.44    4.44    4.22         12
    4.75    4.13    4.13    3.78    5.00    4.44         12
    4.13    3.50    3.38    3.67    3.67    4.44         12
    4.38    3.88    3.63    3.11    4.22    4.11         12
    4.13    3.38    3.29    3.56    4.56    4.56         12
    3.75    3.88    3.13    3.44    3.00    4.22         12
    4.88    4.25    4.00    4.33    4.89    3.33         12
    4.38    3.50    4.00    3.33    3.89    3.78         12
    4.38    4.13    3.88    4.56    5.00    4.44         12
    4.88    4.38    4.00    4.67    5.00    4.44         12
    4.38    4.00    3.75    3.11    4.00    3.78         12
    4.75    4.38    3.75    4.56    4.89    3.67         12
    4.63    4.50    4.00    3.33    4.00    4.33         12
    4.25    4.38    3.38    3.33    3.56    3.67         12
    5.00    4.63    4.13    3.78    4.00    4.00         16
    4.00    4.00    3.63    3.56    3.78    3.33         16
    4.88    4.63    5.00    2.89    3.44    2.33         16
    3.88    4.13    3.63    2.89    3.67    3.22         16
    3.88    3.75    3.75    3.89    3.67    3.22         16
    3.38    2.75    2.88    2.67    3.22    2.89         16
    4.13    3.63    4.00    3.89    3.67    4.00         16
    4.00    3.63    3.29    2.67    4.33    3.33         16
    3.88    3.75    3.50    3.22    3.78    3.11         16
    4.25    3.88    3.25    3.33    3.22    3.11         16
    3.50    3.38    3.13    2.78    2.33    4.44         16
    3.75    4.00    3.25    3.78    4.00    3.44         16
    4.00    4.00    3.38    2.78    2.44    3.67         16
    4.00    3.75    3.38    3.44    3.56    2.33         16
    4.50    4.63    3.75    4.11    3.89    4.22         16
    4.25    3.75    2.88    4.22    4.67    2.78         16
    4.13    4.38    3.75    3.67    4.00    3.67         16
    3.75    3.63    3.13    3.78    3.44    3.33         16
    4.00    4.00    3.38    3.56    4.44    4.00         16
    4.25    3.63    3.63    3.44    4.33    3.56         16
    4.13    4.13    4.00    4.11    4.67    3.88         16
    4.13    3.75    3.50    3.22    4.22    4.11         16
    4.75    4.50    4.50    3.00    3.89    3.56         16
    4.63    3.75    3.50    2.78    4.56    4.11         16
    4.63    3.88    3.38    3.00    3.11    3.00         16
    4.63    4.75    3.50    4.11    3.22    4.22         16
    5.00    4.50    4.63    4.22    4.78    3.00         16
    3.88    3.88    3.75    4.00    4.56    3.89         16
    4.38    4.63    3.50    4.00    4.44    4.33         16
    3.75    3.13    2.63    3.44    3.78    4.11         16
    4.63    3.88    3.63    3.00    3.44    3.33         16
    3.63    3.38    3.75    2.67    2.00    3.78         16
    2.88    3.00    2.75    2.78    3.11    3.22         16
    3.25    3.25    3.75    2.56    3.44    3.22         16
    4.88    4.63    4.00    3.67    4.89    4.33         16
    3.00    3.00    3.00    3.00    3.00    3.11         16
    4.88    3.38    3.88    3.56    3.89    4.11         16
    3.25    2.88    2.88    3.56    4.11    3.89         16
    4.25    3.88    3.88    4.00    4.33    3.22         16
    4.38    4.13    4.13    3.11    3.11    4.11         16
    4.38    4.38    4.00    4.33    4.44    4.11         16
    3.75    3.63    3.63    2.67    4.56    3.56         16
    4.25    4.38    3.50    3.56    4.78    4.22         16
    3.25    4.13    2.75    3.56    2.78    3.11         16
    4.25    4.50    4.00    3.44    3.89    4.33         16
    4.25    4.25    4.63    2.89    1.89    3.76         16
    4.38    4.38    3.88    4.56    4.56    5.00         16
    3.75    4.00    3.63    4.22    4.44    3.78         16
    4.38    4.50    4.38    3.89    3.89    4.11         17
    4.50    3.88    3.38    3.44    4.56    4.56         17
    5.00    4.75    4.25    4.67    5.00    4.33         17
    4.75    4.57    3.88    4.11    4.67    4.44         17
    4.88    4.63    4.25    4.11    4.00    3.89         17
    4.38    4.38    3.63    4.00    3.78    4.33         17
    4.25    3.88    3.75    3.89    4.89    4.56         17
    4.88    4.25    3.50    3.33    3.56    4.11         17
    4.38    3.88    3.88    3.78    3.89    4.00         17
    3.88    4.00    4.00    2.89    3.00    3.67         17
    3.50    3.86    2.88    3.22    3.22    3.44         17
    4.88    4.63    4.13    3.67    4.33    4.78         17
    4.25    4.38    3.38    3.11    4.44    4.33         17
    4.75    4.50    4.25    3.89    4.33    4.00         17
    4.25    4.50    4.00    3.67    3.89    4.33         17
    4.13    4.00    3.50    3.44    3.22    3.89         17
    4.38    4.00    3.75    4.22    4.22    3.44         17
    4.25    4.63    3.13    4.11    4.22    4.33         17
    4.13    4.25    3.88    3.89    4.44    2.89         17
    4.25    4.13    4.13    3.67    4.56    3.89         17
    4.38    4.25    3.38    2.89    3.44    4.00         17
    4.00    3.88    3.38    3.56    4.22    3.56         17
    4.00    4.00    4.25    3.78    3.89    3.22         17
    4.13    4.13    4.00    3.11    2.67    3.11         17
    4.25    4.50    3.25    3.33    2.89    3.33         17
    4.50    3.75    3.63    3.89    4.00    4.44         17
    4.00    4.13    2.75    3.89    4.11    3.11         17
    4.75    4.25    4.00    4.00    4.67    4.22         17
    4.50    4.63    4.88    5.00    4.44    3.67         17
    4.38    4.25    3.25    3.67    4.67    4.00         17
    3.38    3.13    2.75    3.89    4.44    4.00         17
    4.88    4.00    3.75    4.44    4.22    4.89         17
    3.88    4.13    3.88    3.56    4.00    4.00         17
    4.50    4.50    4.38    3.00    1.89    3.56         17
    4.75    3.86    4.25    3.33    4.33    4.33         17
    4.50    4.13    4.38    3.00    4.78    3.00         17
    4.63    4.00    2.88    2.78    4.11    4.33         17
    4.00    3.75    3.88    3.44    4.89    4.00         17
    3.50    4.13    4.00    1.89    2.44    4.11         17
    4.75    4.25    4.38    3.89    3.89    4.33         17
    4.13    3.88    3.25    2.89    2.78    2.67         17
    4.25    4.50    3.75    2.67    3.22    4.11         17
    4.50    4.25    3.38    3.67    4.00    4.22         17
    4.25    4.50    3.71    3.78    4.25    3.44         17
    4.38    4.38    4.00    3.44    3.44    3.63         17
    4.13    3.88    4.00    2.67    2.89    3.67         17
    4.63    3.88    3.63    3.00    3.56    3.44         17
    4.75    4.00    3.75    4.33    4.67    3.56         17
    4.50    4.88    4.38    4.56    4.22    3.89         17
    5.00    4.63    3.88    4.11    4.89    3.67         20
    3.38    3.63    3.50    2.78    3.00    2.33         20
    4.00    3.00    3.13    1.44    1.22    3.44         20
    4.50    4.00    3.63    3.56    2.78    3.44         20
    3.38    3.88    3.88    3.44    3.56    2.33         20
    4.13    4.38    3.25    4.00    3.89    1.78         20
    3.63    3.88    3.50    3.44    3.56    2.67         20
    4.38    4.25    4.13    3.89    4.33    4.00         20
    3.75    3.63    3.50    2.33    2.33    4.11         20
    3.50    3.75    3.63    2.14    3.78    3.67         20
    4.00    4.63    3.75    2.00    2.67    2.89         20
    4.88    4.13    3.88    3.44    3.89    3.33         20
    4.00    4.00    3.88    3.22    4.22    3.56         20
    3.63    4.00    3.50    3.11    3.33    3.67         20
    3.75    3.25    3.00    2.89    3.56    3.44         20
    3.88    3.25    3.13    3.33    3.67    3.11         20
    3.75    3.38    2.38    2.89    3.22    3.11         20
    3.88    3.50    3.25    2.78    2.56    3.76         20
    4.25    4.50    3.38    3.67    4.11    4.11         20
    3.50    3.13    3.13    3.11    4.00    4.00         20
    4.88    3.38    3.50    3.11    3.56    3.44         20
    4.88    3.38    3.88    3.67    4.78    3.76         20
    4.75    4.00    3.63    3.00    3.56    3.11         20
    4.38    4.25    4.13    4.33    4.33    3.56         20
    4.00    3.88    2.88    3.00    3.67    4.33         20
    3.50    4.25    3.38    2.11    3.00    3.00         20
    4.88    4.13    3.13    3.67    3.78    3.22         20
    4.00    3.88    3.38    2.89    2.89    2.67         20
    4.75    4.50    3.38    3.11    3.44    4.22         20
    4.38    4.13    2.50    1.56    1.67    2.00         20
    3.75    4.38    3.38    3.22    3.44    3.25         20
    4.13    4.14    3.00    3.00    2.78    2.89         20
    4.38    3.88    3.88    4.22    4.33    4.00         20
    3.00    3.25    3.13    2.89    3.00    2.78         20
    3.25    2.88    3.00    3.22    2.89    3.00         20
    3.13    3.38    3.13    3.00    3.00    3.00         20
    3.25    3.00    2.75    3.00    3.22    2.67         20
    3.25    3.88    3.38    2.78    2.67    3.00         20
    3.00    3.38    3.00    3.00    3.22    3.11         20
    3.13    3.38    3.13    2.89    3.11    3.00         20
    4.75    4.13    3.75    3.67    4.22    3.22         21
    3.63    3.63    2.75    3.89    4.89    3.44         21
    3.75    4.13    3.75    2.78    3.56    3.78         21
    4.25    4.13    3.50    2.89    3.78    4.00         21
    4.25    4.00    3.88    3.00    4.00    2.89         21
    4.63    4.50    3.63    3.67    4.22    3.56         21
    4.25    4.00    3.25    3.00    3.33    3.11         21
    4.75    4.50    4.25    3.44    4.00    3.78         21
    4.50    3.88    3.25    2.67    3.22    3.67         21
    3.50    3.38    3.00    2.67    2.89    3.56         21
    3.50    4.17    3.00    2.56    3.11    2.89         21
    4.50    3.88    3.00    3.22    3.78    3.89         21
    3.63    3.88    4.50    3.33    3.89    4.11         21
    3.88    3.50    3.25    2.44    3.33    3.44         21
    4.50    4.00    3.88    2.11    3.33    3.00         21
    4.50    4.13    4.00    3.00    3.44    2.89         21
    5.00    4.25    3.75    2.78    2.78    2.63         21
    3.00    3.38    3.50    2.89    2.67    3.33         21
    4.13    3.63    3.50    3.11    4.78    3.78         21
    4.25    4.00    3.25    3.56    3.78    3.56         21
    3.63    3.38    3.13    2.67    2.89    3.33         21
    5.00    3.63    4.38    2.89    3.33    3.89         21
    4.50    3.38    3.25    3.44    5.00    4.00         21
    4.50    4.50    5.00    3.00    2.56    3.22         21
    3.88    3.75    3.13    2.56    2.44    1.89         21
    4.63    4.13    3.75    3.33    3.89    3.33         21
    4.63    4.50    3.88    3.22    4.33    3.44         21
    4.50    4.50    3.88    3.11    3.44    3.56         21
    4.25    4.13    3.25    3.11    4.22    3.33         21
    4.00    3.50    3.50    3.78    3.11    3.89         21
    4.13    3.88    3.13    3.33    3.56    2.44         21
    4.50    3.88    3.63    2.78    3.22    3.56         21
    3.75    3.13    3.25    3.00    3.67    3.67         21
    3.63    3.75    3.13    2.89    3.44    2.67         21
    3.88    3.38    3.00    3.11    4.00    3.67         21
    4.25    3.75    3.25    3.89    4.33    3.56         21
    3.88    3.38    3.00    3.11    4.00    3.67         21
    3.13    3.00    3.00    2.78    2.56    2.67         21
    3.13    3.25    3.50    2.89    2.78    2.67         21
    5.00    4.50    3.63    3.67    3.00    3.33         22
    5.00    4.50    4.00    4.33    4.78    4.33         22
    4.88    4.38    3.50    4.00    4.78    3.33         22
    4.00    4.00    3.25    2.78    3.44    4.11         22
    4.25    3.88    3.25    4.00    4.11    4.67         22
    4.38    3.88    4.00    3.33    3.33    3.44         22
    4.63    4.38    4.00    4.00    4.00    3.44         22
    4.38    4.00    4.00    2.89    3.78    3.89         22
    4.63    4.25    3.50    3.89    4.33    4.33         22
    4.63    4.63    4.13    3.67    4.00    4.56         22
    4.88    4.38    3.88    3.56    3.78    3.56         22
    4.38    3.63    3.88    3.89    4.44    3.78         22
    4.00    4.50    3.50    3.56    4.00    4.00         22
    3.88    3.75    3.38    2.56    2.11    3.44         22
    4.25    4.63    3.50    3.33    3.89    4.00         22
    4.75    4.38    3.50    4.11    4.11    4.67         22
    4.63    4.25    3.50    3.56    4.56    4.00         22
    4.38    4.13    3.50    3.44    3.22    3.22         22
    4.50    4.25    3.13    3.78    4.33    3.89         22
    4.75    4.25    3.75    4.11    4.11    4.33         22
    4.63    3.50    3.38    2.33    2.67    4.22         22
    3.75    3.00    2.63    2.67    2.44    3.78         22
    4.13    3.88    3.38    3.22    3.22    4.00         22
    4.38    4.13    3.50    3.78    3.89    3.56         22
    4.25    4.13    3.25    3.78    5.00    3.67         22
    4.38    4.13    4.00    3.67    3.78    4.44         22
    3.88    3.75    2.88    4.11    4.67    4.00         22
    4.13    4.25    3.50    4.11    4.33    4.00         22
    3.88    3.88    3.25    2.78    3.78    3.78         22
    3.88    4.00    3.13    2.22    4.56    3.22         22
    4.88    3.88    4.38    4.89    4.56    4.00         22
    4.13    3.63    3.25    3.22    4.22    3.89         22
    4.63    4.50    3.75    3.78    4.22    3.89         22
    4.13    4.00    3.25    2.11    2.22    3.67         22
    4.63    4.00    2.88    3.56    4.22    4.11         22
    5.00    4.50    4.00    4.78    4.75    4.78         23
    4.75    3.75    3.50    4.11    4.63    3.89         23
    4.88    3.88    4.00    3.78    4.44    3.89         23
    4.75    4.25    3.88    4.56    5.00    4.78         23
    4.38    4.00    3.50    3.67    3.78    4.00         23
    5.00    4.25    3.75    4.11    4.44    3.56         23
    4.88    4.00    3.63    3.67    4.00    3.78         23
    4.00    4.00    3.38    2.00    1.89    5.00         23
    4.88    4.38    3.50    3.44    4.00    3.78         23
    4.88    4.38    4.13    3.22    3.33    3.11         23
    5.00    4.25    3.38    3.56    4.56    3.89         23
    5.00    4.63    4.25    4.56    4.22    4.22         23
    3.88    4.63    4.00    3.33    4.89    2.89         23
    4.75    4.13    3.75    4.11    4.33    3.78         23
    3.75    3.88    3.00    2.89    3.00    3.22         23
    4.75    4.13    3.38    3.22    3.11    4.11         23
    4.88    4.50    4.38    3.89    5.00    3.89         23
    4.38    4.13    4.13    4.00    3.89    4.33         23
    5.00    4.63    4.14    4.11    3.89    4.44         23
    4.63    4.00    3.25    4.00    4.44    3.78         23
    3.63    3.75    3.00    3.11    3.00    3.11         23
    4.63    4.00    4.00    3.33    3.89    4.11         23
    5.00    4.25    4.00    3.56    3.89    4.78         23
    4.63    4.38    3.50    3.00    3.44    4.00         23
    3.75    3.88    3.00    3.11    3.78    4.56         23
    3.50    3.50    3.38    3.00    3.56    3.67         23
    4.50    4.25    3.38    3.56    2.86    3.44         23
    4.75    3.88    3.38    2.44    3.00    3.22         23
    4.13    4.13    3.50    4.11    3.22    4.44         23
    3.75    4.38    3.38    3.44    3.00    4.22         23
    4.75    4.50    4.63    3.11    4.11    4.44         23
    4.13    4.00    3.88    2.67    3.00    4.22         23
    5.00    4.13    3.75    2.33    2.78    4.33         24
    4.75    4.50    3.50    3.00    2.44    3.33         24
    4.63    4.88    4.13    2.89    3.00    4.00         24
    4.63    4.38    3.25    3.11    3.67    3.44         24
    4.75    4.50    4.13    3.44    4.56    4.56         24
    4.00    3.38    2.38    3.00    2.67    3.78         24
    5.00    4.75    4.25    2.89    2.67    3.44         24
    5.00    4.63    4.13    4.44    4.78    3.89         24
    4.75    4.38    4.50    4.22    4.56    3.56         24
    4.63    4.38    4.25    3.00    4.11    4.33         24
    4.75    4.88    3.75    3.89    3.89    3.33         24
    4.75    4.50    3.38    3.67    3.78    3.89         24
    4.88    4.63    3.75    3.67    4.00    3.78         24
    4.75    4.75    4.00    3.33    4.00    3.56         24
    4.38    4.88    4.00    3.89    3.89    3.56         24
    4.63    4.50    3.63    3.44    4.11    4.56         24
    4.50    3.63    3.75    4.22    4.33    4.11         24
    4.75    4.38    3.38    3.78    4.44    3.33         24
    4.13    4.00    3.75    3.33    4.00    4.44         24
    4.88    4.38    3.75    3.78    2.78    3.11         24
    4.75    4.38    3.75    3.22    3.78    4.78         24
    4.25    3.88    2.88    4.11    3.78    3.22         24
    4.88    3.75    3.63    3.56    4.00    4.67         24
    4.88    3.25    3.63    4.22    4.33    4.67         24
    4.25    4.38    3.63    3.67    3.78    3.44         24
    4.13    3.50    3.50    3.89    4.22    3.56         24
    4.75    3.75    3.50    4.00    4.33    3.44         24
    4.38    3.63    3.00    3.78    4.56    4.11         24
    4.63    4.25    3.50    3.00    4.00    4.00         24
    4.63    4.13    4.13    3.11    3.56    4.33         24
    4.00    3.38    3.25    2.67    3.11    4.11         24
    4.25    3.50    2.88    3.67    4.11    4.33         24
    3.00    3.13    2.75    3.13    3.00    3.22         24
    4.25    3.88    3.63    3.44    3.67    3.56         24
    4.63    4.13    3.13    3.44    3.89    4.22         24
    4.75    4.50    4.00    3.56    4.22    4.00         24
    5.00    4.38    3.75    3.00    4.00    4.00         24
    3.75    3.38    2.38    2.11    3.11    3.56         24
    4.63    3.75    4.00    4.67    4.22    4.67         25
    3.88    3.88    3.00    3.56    3.56    4.44         25
    4.63    4.13    3.13    4.44    4.88    4.56         25
    5.00    3.86    3.75    3.56    4.11    4.33         25
    4.88    4.63    4.38    4.44    4.44    4.67         25
    4.38    4.25    3.50    2.56    2.44    4.00         25
    5.00    4.63    3.88    3.44    2.67    3.78         25
    4.13    4.00    3.38    2.56    2.78    4.11         25
    4.38    4.63    3.88    2.89    3.56    4.00         25
    4.75    4.25    4.25    3.56    4.44    4.00         25
    5.00    4.25    4.63    3.56    4.78    4.00         25
    5.00    4.88    3.63    3.67    3.22    4.56         25
    4.63    4.25    3.88    3.89    3.78    4.44         25
    4.38    3.88    3.38    4.22    4.56    4.44         25
    4.88    5.00    4.75    4.78    4.67    3.33         25
    4.25    4.50    4.13    3.56    3.44    4.33         25
    4.63    4.63    3.00    4.22    4.11    4.00         25
    4.25    3.88    3.63    3.56    3.00    4.00         25
    4.75    3.88    3.13    3.11    3.00    3.78         25
    4.63    4.25    3.38    3.67    4.44    3.78         25
    5.00    4.88    4.38    3.33    3.33    3.22         25
    4.38    3.50    3.38    3.56    3.44    2.56         25
    3.75    3.88    2.88    3.11    3.33    3.78         25
    4.75    4.50    4.63    4.11    4.33    3.22         25
    4.25    4.50    3.88    3.22    4.67    4.11         25
    4.38    3.75    3.50    2.33    2.22    3.00         25
    4.63    4.38    3.00    3.11    2.78    4.00         25
    4.38    4.00    3.63    4.00    4.00    4.56         25
    4.63    4.38    3.88    3.67    4.11    4.56         25
    5.00    4.88    4.63    4.56    4.89    4.44         25
    5.00    4.13    4.25    4.56    5.00    4.33         25
    4.63    4.38    4.88    4.78    5.00    4.56         25
    4.38    4.38    3.63    4.78    5.00    4.56         25
    4.38    4.50    3.13    3.89    4.11    3.33         25
    4.88    4.50    4.13    3.89    4.44    4.22         25
    4.63    4.38    3.75    3.89    4.78    4.44         28
    4.75    4.13    3.63    3.00    4.11    3.89         28
    4.50    4.00    3.75    3.44    3.89    3.78         28
    4.13    4.13    3.63    4.00    4.33    4.33         28
    4.50    4.13    3.25    3.56    4.78    4.33         28
    3.75    4.38    4.13    2.33    4.89    3.44         28
    4.00    4.13    3.38    3.56    4.56    4.00         28
    4.38    4.13    4.25    3.33    4.11    4.67         28
    4.13    3.75    3.25    3.00    3.89    3.67         28
    4.75    4.00    3.75    1.78    1.89    4.11         28
    4.50    3.88    3.50    3.33    4.22    4.22         28
    4.13    4.38    3.63    2.89    2.56    4.11         28
    3.75    4.13    3.38    3.44    3.56    3.33         28
    4.75    4.00    4.25    3.33    3.56    4.00         28
    4.38    3.88    3.38    3.44    3.78    4.11         28
    4.88    3.88    3.75    3.67    4.22    4.11         28
    3.50    4.00    3.75    3.00    3.89    3.33         28
    3.75    4.00    3.75    3.22    4.33    4.56         28
    3.75    4.25    3.75    3.78    4.00    3.78         28
    3.88    3.75    4.00    2.22    2.00    4.22         28
    4.63    4.63    4.50    3.22    4.33    3.56         28
    5.00    4.75    3.75    3.78    4.89    5.00         28
    4.50    4.00    3.43    4.11    4.33    4.11         28
    4.75    4.88    4.88    2.44    4.78    4.67         28
    4.13    3.63    3.50    4.11    4.78    3.89         28
    5.00    4.25    4.25    3.78    4.00    4.78         28
    4.63    4.00    3.38    3.33    3.78    3.89         28
    4.00    3.75    3.38    2.78    4.00    3.56         28
    4.13    3.63    3.75    1.89    1.78    3.00         28
    4.63    4.38    4.00    3.33    3.67    4.44         28
    5.00    4.63    4.13    3.33    4.33    4.67         28
    4.13    4.25    4.63    2.78    3.89    4.33         28
    4.63    4.75    4.50    3.11    3.33    4.44         28
    5.00    4.50    4.75    3.67    4.11    4.22         28
    5.00    4.25    4.63    3.78    4.00    5.00         28
    4.00    4.13    3.88    4.00    4.78    4.78         28
    4.13    3.50    3.25    3.11    3.56    3.56         28
    4.50    4.50    4.38    3.11    3.22    3.78         28
    4.00    4.13    3.38    3.22    3.67    3.78         28
    4.38    3.75    4.00    4.33    4.89    4.67         28
    3.88    3.25    3.50    2.56    2.56    3.78         28
    4.50    4.13    4.00    4.22    5.00    3.89         28
    4.75    4.88    4.50    2.22    1.00    3.67         28
    3.88    4.13    4.13    2.56    2.22    4.22         28
    3.75    3.50    3.25    2.78    2.78    3.78         28
    4.00    4.63    4.50    3.22    3.89    4.33         28
    3.75    4.13    3.13    2.33    2.11    2.78         28
    4.25    4.25    4.00    2.22    2.78    4.22         28
    4.38    4.88    3.88    3.11    3.11    4.22         28
    4.75    4.63    4.13    4.00    3.67    3.78         29
    4.63    4.13    3.63    3.78    4.11    4.56         29
    4.25    4.38    3.63    4.11    4.22    3.56         29
    4.75    4.50    4.50    4.22    4.33    3.89         29
    4.63    4.63    3.88    3.11    3.44    4.11         29
    4.63    4.88    4.13    4.44    4.67    4.11         29
    4.38    4.50    4.25    3.78    4.22    3.44         29
    4.38    4.50    4.38    2.50    1.89    3.56         29
    4.50    3.38    3.25    3.67    4.11    3.56         29
    4.38    4.13    4.25    3.56    4.00    4.56         29
    4.71    4.25    4.00    3.67    4.11    4.22         29
    4.63    4.50    4.13    3.78    3.78    3.67         29
    3.13    4.25    3.50    2.89    3.00    3.67         29
    4.88    3.88    2.75    3.22    4.11    4.11         29
    5.00    4.50    4.38    4.56    5.00    4.56         29
    5.00    4.50    4.63    4.56    5.00    4.56         29
    5.00    4.63    4.00    4.33    5.00    3.89         29
    5.00    4.63    4.00    4.33    4.67    4.44         29
    3.88    3.75    3.38    3.22    3.78    3.78         29
    2.25    4.00    3.38    4.11    2.22    3.44         29
